,Neg1rep1,VK1rep1,VK3rep1,VK5rep1,unenriched1,unenriched2,unenriched3
64479173,0,6,5,2,22,28,23
64480403,0,10,9,8,3,2,4
64484638,1,6,10,16,7,8,11
64492951,0,7,8,16,12,12,11
64495498,1,15,9,12,7,8,8
64498103,0,11,17,18,1,6,4
64498861,0,20,16,0,31,21,20
64499957,3,0,0,0,17,18,18
64500713,4,14,12,7,23,12,22
64500874,3,5,2,3,7,0,8
64502085,0,0,0,0,6,5,7
64502936,0,5,4,3,0,1,3
64503554,4,13,12,9,28,29,21
64503571,0,16,21,23,1,6,4
64504296,4,9,3,8,10,9,10
64504429,0,12,5,6,0,0,0
64504814,0,0,3,3,4,9,9
64506172,0,9,7,4,3,4,6
64506750,0,32,20,11,24,18,22
64506985,4,3,6,0,5,8,5
64509430,0,0,0,0,5,4,6
64511620,3,7,9,4,15,8,13
64512511,0,4,3,0,6,4,6
64513701,0,23,23,17,44,47,34
64516136,0,3,0,3,3,4,6
64517708,4,8,5,10,6,2,5
64518950,4,42,31,33,26,18,20
64520069,0,8,11,0,0,3,0
64520178,0,15,11,12,0,4,0
64522896,3,35,31,22,36,37,37
64522941,0,2,3,5,15,13,12
64524538,0,8,0,4,6,0,3
64528286,19,142,156,123,175,151,165
64532907,0,4,5,5,10,13,14
64533638,0,4,2,5,6,6,4
64533725,1,8,8,6,15,14,15
64538191,17,91,82,86,71,57,65
64540062,1,8,8,6,15,14,15
64540744,4,14,8,9,26,14,27
64541123,14,163,160,115,156,148,146
64542783,0,12,12,11,4,7,3
64546443,9,61,74,63,72,69,70
64549605,0,12,11,10,10,11,9
64552296,0,4,4,2,6,4,4
64554544,0,9,0,7,3,0,0
64555097,14,15,10,7,51,48,49
64557678,1,0,5,1,2,4,2
64561138,3,1,2,1,18,22,29
64561213,6,4,0,4,9,12,10
64563712,10,8,9,5,24,29,23
64569527,0,8,7,0,27,26,26
64570194,4,9,5,4,8,4,8
64572991,10,87,87,82,57,62,55
64579580,11,13,15,7,10,15,14
64582767,6,79,43,39,71,74,68
64585769,1,10,10,7,17,14,17
64585856,21,98,122,78,101,97,84
64587105,1,6,9,16,6,6,8
64587749,0,7,1,0,3,3,5
64590369,19,62,58,62,64,73,57
64591769,0,16,11,12,16,21,19
64593986,3,1,2,1,4,8,5
64594640,0,9,5,7,41,39,38
64596319,0,12,5,3,0,0,0
64598914,10,36,29,29,28,28,31
64602115,0,0,6,0,0,0,5
64602347,0,0,0,0,5,4,5
64603538,13,42,34,38,52,42,53
64615908,0,2,3,5,15,14,12
64620401,0,24,17,14,3,2,4
64621388,0,4,3,2,2,6,2
64622520,2,32,33,29,21,14,20
64624567,1,4,7,3,9,2,6
64629788,9,81,84,51,134,127,140
64629942,13,25,28,23,86,84,79
64633986,0,0,0,0,6,5,0
64634500,3,8,6,4,0,0,2
64635417,0,7,10,4,15,15,20
64637703,0,0,0,0,4,6,4
64639435,0,32,45,33,20,24,12
64643117,0,7,13,0,6,4,5
64649298,0,4,0,0,3,3,5
64649372,0,13,14,9,0,5,8
64649656,10,70,65,46,74,74,80
64651145,0,0,0,0,4,6,4
64657538,0,10,10,14,32,22,22
64663625,4,24,28,23,45,34,41
64665537,0,8,7,3,0,0,0
64667783,0,2,3,5,15,13,12
64670389,0,7,7,6,5,3,4
64671958,0,0,1,0,7,4,5
64675798,0,0,0,0,4,11,7
64678708,1,18,27,16,32,24,30
64681757,9,42,43,40,75,73,91
64681965,0,3,4,8,6,6,5
64683704,1,8,8,7,15,14,15
64684871,1,6,9,13,13,13,10
64685028,0,8,7,8,3,4,5
64685086,0,9,4,4,0,0,0
64685405,7,18,9,16,33,29,28
64685587,0,13,13,8,6,6,3
64687431,0,9,12,10,0,0,0
64690401,11,68,59,39,65,66,81
64691971,13,58,39,44,72,74,79
64694136,39,52,40,52,42,34,47
64697440,0,13,18,14,12,13,9
64697549,0,13,9,8,3,7,6
64697966,2,9,9,11,2,7,3
64702084,0,2,1,1,6,4,6
64702807,0,7,8,6,3,4,2
64708253,0,8,6,0,0,0,0
64709760,0,7,4,0,0,1,0
64709852,15,46,44,44,16,24,17
64711254,0,4,4,3,6,6,4
64712843,1,8,8,6,15,15,15
64713564,13,54,42,33,25,22,24
64714173,0,0,0,0,8,5,6
64718381,0,22,16,0,31,21,20
64720301,5,23,18,15,25,12,23
64722367,10,47,35,36,32,29,30
64726622,11,92,94,54,118,120,121
64727930,2,0,0,0,11,13,12
64728203,0,10,8,6,4,4,4
64730140,0,13,11,12,14,14,7
64732570,0,3,7,6,4,3,4
64734815,0,0,0,1,6,4,2
64735529,0,14,9,4,12,20,8
64735892,2,42,40,34,50,62,50
64740783,0,2,0,0,6,6,8
64742627,2,7,7,6,15,18,14
64743418,53,243,258,223,276,297,279
64744508,8,17,17,11,29,27,24
64745268,0,10,8,6,4,4,4
64748752,0,7,3,7,4,6,5
64750282,0,13,12,11,4,7,4
64752212,0,5,0,0,7,3,3
64753270,6,21,20,30,17,12,11
64754742,0,18,17,17,13,5,5
64757195,0,7,8,0,0,0,0
64759516,0,18,17,17,9,7,6
64760152,0,6,5,3,8,10,11
64762038,0,25,21,20,13,12,11
64769057,4,6,5,8,11,11,11
64773338,0,16,8,12,23,28,28
64773746,0,29,33,25,23,22,20
64776096,0,4,0,0,3,3,5
64779951,0,4,3,0,6,7,6
64780867,2,1,3,1,4,7,6
64781870,0,9,5,0,7,6,6
64785198,0,4,0,5,5,1,0
64786677,0,0,1,0,4,3,5
64788472,4,50,55,44,32,34,28
64789783,0,5,4,3,2,0,0
64796842,7,64,49,69,63,65,63
64800609,10,60,35,37,51,53,50
64808886,0,5,0,3,23,30,22
64814712,5,12,16,15,8,7,6
64817087,0,3,5,4,3,0,4
64820402,17,46,37,38,84,76,102
64821115,0,8,8,6,2,3,4
64822252,0,28,31,25,5,5,6
64824050,0,0,7,4,0,0,0
64824722,16,169,154,109,123,137,134
64826687,0,0,2,1,5,8,7
64827297,0,5,5,0,5,6,4
64832101,7,67,79,76,74,76,71
64832867,0,12,12,10,3,5,1
64833450,0,0,0,0,6,4,0
64836427,10,30,16,17,81,60,77
64839760,0,15,21,19,16,12,16
64841633,7,59,49,45,63,66,57
64841946,0,2,2,3,4,2,5
64847752,0,9,0,5,0,0,0
64847905,0,4,0,0,0,2,4
64848556,0,8,9,0,0,0,0
64853626,0,3,7,6,15,13,12
64855697,2,1,5,2,8,14,9
64856944,12,27,33,33,51,45,50
64857123,1,31,27,20,37,49,41
64859006,7,47,33,19,88,85,98
64860930,0,10,11,7,9,8,10
64861537,0,6,6,10,30,25,25
64864375,21,164,145,124,119,112,125
64867688,1,9,7,7,11,15,10
64870782,11,17,24,14,20,16,19
64872068,9,53,44,63,67,57,62
64873315,3,10,6,1,7,7,6
64874050,0,31,40,32,1,9,3
64874291,1,8,8,6,15,14,15
64874837,0,2,5,1,2,5,1
64882123,1,8,8,6,15,14,15
64885082,6,9,6,4,5,5,4
64888087,1,6,9,16,7,8,11
64888821,0,11,9,11,14,9,12
64889142,0,4,5,4,2,4,2
64892666,0,11,14,9,0,0,0
64893193,4,0,0,0,9,32,8
64895939,0,5,4,3,3,3,4
64898790,1,4,7,3,11,3,6
64901603,3,8,5,11,30,25,37
64905338,5,12,12,9,11,11,13
64907888,40,94,72,81,179,159,194
64909622,0,0,0,0,5,5,3
64910219,2,8,12,2,25,15,22
64911050,9,5,5,7,12,9,8
64912194,0,2,2,0,7,9,10
64913851,2,4,6,6,8,7,5
64917247,2,1,3,1,5,11,7
64920279,19,71,55,49,98,96,106
64923649,11,38,30,31,43,26,25
64924072,13,49,36,33,48,39,53
64925467,0,10,14,0,23,16,26
64925612,0,0,0,0,6,5,7
64929141,0,9,5,5,7,6,9
64931888,1,10,10,7,17,14,17
64933800,1,16,7,0,15,11,9
64934547,0,5,5,7,2,0,0
64935347,0,7,6,6,0,0,0
64935544,0,4,0,0,3,3,5
64935683,0,7,7,6,4,3,6
64937100,0,11,2,1,12,11,12
64937183,0,5,5,5,11,6,10
64947085,0,5,16,17,23,25,23
64952335,14,55,54,47,91,85,96
64952433,0,0,0,0,20,17,23
64954834,0,0,0,0,6,5,6
64955060,18,62,57,27,171,133,212
64955206,0,6,15,8,5,6,10
64959316,0,11,6,10,44,35,36
64962132,0,1,2,0,5,5,5
64962687,3,42,41,20,22,15,19
64964967,1,11,16,18,9,10,14
64965187,0,0,0,0,6,4,5
64965643,0,0,0,0,5,4,5
64972178,2,0,0,0,6,4,5
64972400,0,2,4,0,4,4,3
64974480,0,2,2,0,10,4,8
64976161,5,6,6,6,5,6,4
64976196,4,50,31,53,25,22,24
64976569,0,6,4,5,0,0,0
64977503,0,16,11,12,7,18,13
64978053,0,4,2,6,12,9,9
64980982,4,45,38,43,33,40,38
64982050,12,66,54,62,75,90,106
64982603,0,0,2,1,4,8,7
64983262,23,29,33,19,64,62,60
64983979,0,12,9,2,0,0,0
64987611,2,4,3,4,5,8,5
64990100,5,24,23,30,21,32,28
64990955,17,101,88,77,244,206,245
64991189,0,10,6,5,13,24,8
64993744,0,0,0,0,6,7,4
65009836,0,13,11,12,7,16,12
65015169,4,3,6,0,5,8,5
65015920,0,12,10,4,0,0,0
65017747,1,13,6,12,12,16,9
65022545,0,7,0,7,0,0,0
65023984,4,3,6,0,5,8,5
65031514,17,76,58,47,95,95,95
65032870,0,18,29,22,26,35,25
65034327,0,8,7,0,4,4,8
65038812,0,1,1,1,15,14,16
65041695,0,8,7,2,5,8,5
65043810,0,4,6,0,5,11,8
65044237,0,9,13,13,0,6,0
65048529,0,6,5,0,0,6,0
65049177,0,0,0,0,8,5,6
65051813,3,27,22,21,65,73,69
65052973,0,3,4,4,0,0,0
65057739,0,8,7,5,2,1,4
65063525,0,0,0,0,4,5,0
65064804,0,8,10,10,17,12,15
65065317,1,4,7,3,9,2,6
65065869,0,5,4,4,2,5,1
65066346,1,8,8,6,15,14,15
65066787,0,8,10,5,11,6,11
65068531,0,0,0,0,14,9,10
65072064,0,20,22,21,19,14,12
65072096,0,3,6,4,0,0,3
65082372,1,36,26,26,42,42,41
65084345,1,12,14,14,43,39,38
65087700,0,4,6,5,5,5,5
65088795,0,2,0,0,6,6,10
65089145,1,4,7,3,9,2,7
65091739,6,20,20,22,20,17,16
65092303,8,13,9,7,30,29,28
65099450,0,0,1,0,8,8,10
65101606,2,4,4,4,7,8,6
65103457,3,19,18,15,39,52,32
65104705,0,2,2,0,4,2,5
65106338,2,13,19,24,15,14,13
65108157,0,8,10,9,1,3,0
65110127,0,5,4,2,0,1,0
65116985,0,4,0,3,5,1,0
65117008,0,13,9,5,10,8,17
65122773,0,15,13,11,5,7,8
65127974,0,9,4,7,3,0,2
65135677,12,18,23,33,53,47,48
65141276,0,0,1,1,6,3,5
65141324,0,0,0,0,14,11,13
65141933,6,30,10,6,9,21,17
65147107,18,49,54,28,64,65,44
65147516,4,4,5,3,29,35,32
65149315,3,9,4,4,16,21,20
65156191,0,11,9,11,20,19,18
65158569,0,24,29,20,16,17,16
65163981,0,14,11,12,0,2,0
65164419,1,12,15,9,30,16,22
65168414,0,0,0,0,4,5,3
65170416,0,0,0,0,9,6,7
65175331,0,17,9,5,23,16,20
65180029,14,26,27,20,6,9,9
65182243,4,19,12,5,16,24,8
65183579,19,75,66,55,50,40,52
65188106,0,7,4,3,10,14,9
65190903,7,16,12,11,0,0,0
65191500,0,2,0,0,17,16,20
65192787,1,0,0,0,14,11,13
65198006,0,17,22,6,0,0,0
65201071,10,14,10,10,0,0,0
65204384,0,0,0,0,8,7,10
65206255,6,18,20,16,10,5,6
65208126,3,22,26,18,29,38,29
65210690,7,19,18,4,21,21,24
65213160,0,8,8,0,21,23,24
65213604,7,29,21,9,63,63,72
65213953,0,0,0,0,5,5,8
65217529,0,12,9,5,3,3,3
65218298,0,4,0,0,8,4,8
65218346,0,9,10,4,9,10,6
65218941,0,21,24,16,22,10,20
65219194,0,1,0,0,16,17,18
65220868,4,22,20,25,54,42,48
65221038,0,0,0,0,21,19,13
65221738,0,9,10,14,5,5,2
65231447,2,9,10,9,32,39,29
65235043,1,4,7,3,9,2,6
65236821,0,9,9,4,3,0,0
65238677,4,5,4,6,19,11,16
65239878,0,3,5,5,2,5,2
65242406,9,50,60,40,62,66,63
65242908,0,4,7,0,17,15,11
65244958,0,16,17,15,5,8,7
65252383,0,0,0,0,0,9,7
65253847,0,5,5,8,13,13,14
65255250,0,4,7,0,9,4,10
65255824,0,4,3,4,0,0,0
65256794,0,9,7,6,12,9,9
65256834,0,0,0,0,7,9,6
65258661,0,0,4,4,10,9,8
65258831,0,6,8,9,3,2,2
65259132,0,0,0,0,5,8,6
65264616,0,0,11,5,26,26,16
65268633,2,13,9,5,36,37,32
65269761,12,24,20,11,13,13,10
65272814,14,27,41,45,91,104,89
65285064,2,4,4,4,7,5,5
65290575,1,6,6,2,11,12,8
65292363,3,22,24,16,32,36,28
65294015,0,9,6,8,1,2,0
65294923,0,4,4,3,6,6,4
65296247,0,6,6,6,9,10,5
65303219,2,4,3,2,8,11,7
65305997,0,3,12,12,20,22,19
65307391,4,7,8,10,18,20,25
65309046,11,23,16,25,41,29,40
65309511,0,10,15,2,5,8,5
65309874,12,17,20,18,24,26,24
65311256,0,8,7,6,4,3,6
65312633,18,61,60,47,16,20,19
65312954,6,19,11,17,25,34,24
65313451,0,20,22,27,36,33,33
65315398,4,6,4,5,5,5,10
65316901,4,3,7,4,0,0,0
65318018,0,9,12,6,3,2,3
65318229,0,9,0,4,0,3,0
65322430,12,72,64,38,140,116,143
65323654,8,56,38,11,112,100,123
65324920,23,30,38,25,35,44,37
65325384,3,7,9,4,15,8,13
65326901,0,5,5,0,9,8,8
65334316,2,31,27,23,14,13,19
65335568,4,20,16,23,28,28,36
65336320,0,0,0,0,9,9,8
65336872,0,21,35,17,33,24,24
65340852,0,2,2,0,7,6,6
65348131,0,35,43,28,22,27,28
65349525,0,0,1,1,17,18,21
65354230,0,2,3,0,6,6,6
65355402,12,11,12,11,14,15,19
65355496,20,27,35,21,24,21,18
65357909,0,4,8,0,9,4,10
65362612,3,7,14,7,14,19,15
65363180,0,10,5,9,8,9,11
65367701,2,19,11,12,0,3,0
65369575,6,14,9,15,25,23,21
65373615,0,2,4,0,4,7,0
65373792,0,8,3,4,0,0,1
65375949,0,4,4,4,4,5,6
65380227,2,19,15,17,13,9,14
65381458,10,68,73,64,69,74,63
65382428,3,7,3,6,7,0,8
65383194,0,13,10,8,12,10,15
65389288,0,9,7,4,3,3,4
65390508,0,3,0,0,5,0,7
65392757,2,26,22,12,31,24,23
65392910,0,7,2,5,2,4,3
65396539,0,5,7,7,32,25,30
65396608,0,9,15,11,8,13,8
65404327,0,7,6,4,9,10,8
65407085,2,32,33,12,48,48,66
65408656,0,7,7,7,20,17,15
65409844,12,69,60,36,141,116,145
65409994,0,5,7,4,15,11,19
65410722,2,11,14,2,29,20,26
65411136,0,48,44,41,33,33,31
65412355,6,22,22,29,17,20,17
65413169,0,0,0,0,4,0,4
65416315,0,4,3,0,7,11,9
65419894,0,3,0,0,5,0,8
65420785,0,0,0,0,4,7,5
65420876,16,25,33,21,33,37,36
65422055,5,17,12,14,18,11,14
65423787,21,89,76,71,76,107,110
65426978,0,6,5,2,0,0,0
65428360,6,8,19,18,25,23,21
65432994,5,10,8,7,14,11,7
65438959,0,4,5,5,5,5,5
65441415,3,7,3,6,7,0,6
65447256,0,13,14,3,38,42,32
65448584,0,5,5,5,0,0,0
65449960,0,47,52,36,38,47,37
65451337,4,17,13,6,46,47,57
65451543,5,29,28,18,23,24,32
65453900,12,18,12,9,21,9,21
65460361,7,10,9,7,5,7,11
65462862,0,8,13,0,18,9,15
65467630,11,46,40,41,63,63,62
65468006,0,5,5,4,14,15,14
65471645,0,6,6,5,2,6,4
65472615,0,4,5,5,6,9,9
65475069,0,8,9,2,10,10,14
65477380,48,96,106,95,116,109,106
65482854,0,4,3,4,4,1,4
65483290,0,1,2,2,5,5,7
65483355,0,2,2,3,4,2,5
65484840,0,0,3,0,16,19,14
65485785,0,2,0,8,7,4,7
65486255,51,383,299,279,427,466,404
65486617,0,4,3,4,4,5,4
65486721,1,10,10,7,17,14,17
65488847,0,63,55,45,33,36,30
65492175,0,6,6,0,14,13,20
65494281,0,17,18,19,18,14,24
65496553,1,4,2,2,2,2,4
65503347,12,59,55,47,114,104,111
65504402,1,6,9,16,7,8,11
65506212,20,11,10,1,57,46,53
65506898,1,8,8,6,16,19,17
65507118,0,8,6,5,3,5,2
65508623,0,5,5,5,5,7,3
65509326,0,9,8,10,4,3,7
65509964,15,39,42,43,73,70,68
65510087,0,8,8,8,14,9,12
65510482,2,19,17,19,14,13,16
65510618,7,50,47,36,10,20,12
65512296,0,22,22,5,12,6,9
65512768,0,13,17,14,10,9,8
65516796,3,6,5,1,17,20,19
65517795,3,11,11,12,6,12,12
65518489,0,4,7,0,17,15,11
65524341,0,8,5,7,32,30,29
65525691,0,0,4,0,0,0,6
65527470,2,6,6,8,9,9,7
65528291,1,29,26,9,29,22,28
65533605,0,1,0,2,13,5,7
65537584,0,0,0,0,7,9,1
65542121,4,47,58,43,27,28,23
65542667,0,8,4,6,0,0,0
65543783,0,15,6,11,26,20,22
65545695,0,0,0,0,7,4,7
65547041,7,9,7,6,16,17,18
65547571,13,57,36,34,79,84,75
65550260,9,48,68,55,61,43,52
65553603,0,3,5,7,8,4,6
65553828,13,34,47,26,75,64,75
65555432,0,3,6,8,0,6,0
65557546,0,3,7,0,5,5,6
65559590,0,1,1,5,3,5,5
65560053,10,14,8,7,20,27,21
65564002,0,3,5,2,6,9,8
65564064,0,5,3,5,5,0,6
65566851,4,2,2,2,3,4,5
65567908,1,10,10,7,17,14,17
65569823,0,7,8,7,5,4,4
65570045,33,66,67,62,57,66,51
65570986,1,8,8,6,15,14,15
65574639,0,5,5,3,10,12,16
65574664,0,1,1,1,5,4,5
65576185,0,7,1,5,6,6,3
65579058,6,16,14,14,24,27,24
65582235,3,9,11,5,16,11,16
65583155,22,77,42,52,166,152,178
65583303,2,13,15,14,25,29,31
65584583,0,15,11,11,10,11,16
65586747,6,154,150,92,152,163,174
65589364,0,10,7,9,16,19,20
65592166,0,1,1,1,4,3,5
65593498,0,10,7,6,4,3,7
65594648,0,5,5,5,0,0,0
65596513,0,17,17,12,13,7,15
65603875,1,22,30,13,29,25,23
65605812,1,6,8,2,10,14,8
65606413,3,4,9,4,2,0,0
65608885,0,0,0,0,5,5,6
65610083,7,24,23,19,33,38,29
65611153,18,71,77,70,99,83,100
65613434,2,4,4,4,10,9,7
65614200,0,0,0,0,9,4,2
65616617,0,11,14,8,7,4,6
65620945,7,35,27,27,43,44,49
65622782,9,41,32,19,69,65,78
65626218,3,12,0,0,28,38,45
65627086,0,11,19,10,24,23,19
65627896,3,14,16,8,11,14,11
65628791,0,5,6,5,7,6,6
65631921,2,4,4,6,2,8,3
65632856,0,7,7,6,5,4,6
65636276,0,10,27,20,2,6,3
65637293,0,9,8,5,8,5,6
65637297,0,5,4,4,0,2,0
65637510,0,4,7,0,16,18,15
65642478,0,6,4,4,12,10,8
65643947,52,88,85,86,101,99,95
65646509,2,6,6,7,5,7,8
65648406,0,0,4,2,3,4,3
65653936,9,10,13,16,18,20,21
65654333,0,10,5,8,13,12,11
65655057,4,16,8,0,47,41,47
65657914,0,11,12,10,14,21,24
65659108,0,4,5,3,4,0,4
65659735,3,15,8,6,20,32,27
65662986,0,7,7,6,4,3,8
65664863,7,28,31,33,53,46,50
65669616,0,0,0,0,3,5,5
65672769,0,2,0,0,6,4,5
65675199,22,33,22,30,16,20,16
65675223,0,0,1,1,6,5,9
65676206,0,17,17,11,13,19,17
65678147,2,7,6,2,12,23,10
65679484,0,5,6,3,0,0,0
65681288,0,4,4,0,0,0,0
65683090,1,18,7,0,15,11,9
65685585,0,4,3,0,9,10,10
65686093,10,13,12,9,25,20,33
65688145,0,0,0,0,6,8,6
65688199,2,10,7,9,3,8,6
65691835,0,0,1,2,0,4,5
65695718,1,15,7,12,7,8,6
65697639,0,6,10,8,13,7,11
65698350,0,9,8,6,20,15,12
65699037,0,7,7,6,5,5,12
65700543,4,14,10,5,59,65,62
65700587,13,102,89,45,208,177,214
65701240,0,3,6,0,6,2,4
65702721,0,15,9,21,10,12,8
65704984,10,58,54,57,70,77,70
65707297,3,10,16,22,37,40,38
65712023,0,10,8,12,21,13,25
65713890,0,5,5,3,12,6,0
65713982,0,5,0,5,8,6,9
65717267,12,33,45,31,93,85,81
65721100,0,8,7,2,5,8,5
65722237,2,9,11,11,8,10,9
65729390,2,17,18,15,16,31,20
65730996,4,3,9,0,6,12,4
65731704,2,8,7,9,7,8,8
65737380,2,1,3,2,12,15,13
65738732,3,10,16,14,17,17,21
65740417,5,8,9,9,13,13,17
65740732,0,8,13,4,19,16,25
65741085,2,4,4,1,12,6,5
65741816,0,0,0,4,8,6,9
65743137,18,68,53,57,54,84,84
65753664,0,0,0,0,5,2,5
65754863,0,3,6,8,0,2,0
65755522,2,7,2,7,13,13,10
65756249,0,10,7,6,4,3,6
65760664,0,6,0,5,2,0,1
65764381,2,9,11,9,43,41,38
65765663,0,0,7,7,0,0,0
65766112,0,7,6,3,2,5,4
65766966,0,0,0,0,7,10,7
65774676,0,4,4,4,9,11,1
65774791,2,1,3,1,6,7,6
65782668,0,0,2,0,12,13,14
65784183,1,8,8,6,15,14,15
65786224,0,0,0,0,0,6,5
65789189,9,20,21,14,65,70,77
65791925,2,12,9,12,8,10,11
65795713,0,0,0,0,5,8,5
65796827,5,58,38,43,66,67,70
65803023,0,9,7,6,4,3,6
65805515,0,8,9,5,8,6,8
65805803,0,4,0,6,0,0,0
65807550,0,0,1,1,6,5,9
65807638,0,0,3,0,12,10,14
65807944,2,18,22,21,6,7,9
65809913,0,0,0,0,4,5,0
65811933,0,24,18,18,5,6,7
65812316,1,6,5,4,6,8,7
65812454,0,3,4,5,0,0,0
65817797,0,0,0,0,5,10,7
65823141,12,99,85,63,182,148,187
65823492,9,29,33,33,54,57,53
65824935,0,14,6,7,11,10,13
65825697,10,2,2,1,18,17,17
65826989,0,12,15,6,10,10,9
65828921,7,24,22,25,24,26,22
65829718,5,27,28,29,55,47,59
65829723,0,7,7,6,4,3,6
65829784,24,140,156,135,192,188,205
65830182,0,5,8,6,2,4,2
65830312,2,4,4,6,3,10,5
65831048,0,6,8,6,5,2,5
65832003,14,35,30,30,18,17,12
65834095,0,6,4,0,0,0,0
65835655,0,7,7,10,11,7,12
65837349,4,6,5,8,9,11,10
65837974,2,4,4,4,7,5,5
65840331,0,2,2,0,7,9,10
65840674,0,6,7,0,0,2,3
65844167,18,74,65,65,96,88,93
65846089,0,1,0,3,5,0,4
65847280,0,4,5,5,6,9,6
65847318,17,26,31,23,0,0,0
65847627,0,2,5,0,6,7,3
65847822,2,1,0,1,9,13,6
65848209,0,9,9,2,3,3,2
65848438,1,8,8,6,15,14,15
65849612,18,21,24,7,34,33,30
65851536,1,26,19,26,59,47,53
65852761,0,5,7,0,8,2,5
65852882,4,23,12,6,40,41,45
65852983,0,5,6,10,0,2,1
65853957,0,0,0,4,5,4,2
65854362,10,26,23,23,28,33,29
65854965,0,3,0,0,0,10,9
65862461,4,18,16,18,23,27,17
65866035,0,0,0,0,4,7,8
65866265,1,5,6,4,40,47,40
65866384,15,36,21,32,54,41,49
65871504,0,6,0,2,0,2,4
65872418,0,4,0,2,4,0,3
65873629,5,23,23,23,18,13,17
65877982,1,27,22,27,27,24,28
65878597,0,4,4,0,6,5,0
65881668,0,3,0,0,5,0,7
65882957,9,40,38,37,88,91,78
65884410,0,29,36,23,60,67,60
65886657,0,9,10,13,7,0,3
65887658,0,8,7,3,3,0,3
65887841,0,7,7,6,4,3,6
65887939,4,21,16,22,40,42,40
65894366,4,5,4,6,17,13,17
65895761,0,0,0,0,0,9,8
65895834,0,5,7,4,0,0,0
65898102,30,34,32,31,47,34,53
65898940,0,4,5,5,8,5,6
65901374,0,5,1,0,11,0,8
65903828,0,13,13,16,10,14,7
65908913,0,3,0,0,10,13,10
65910276,0,0,0,0,7,10,7
65911514,2,3,5,2,52,51,59
65913645,0,10,6,4,13,8,7
65914727,6,27,28,25,75,59,70
65915677,0,6,5,6,0,0,0
65916845,4,2,2,2,3,4,5
65917391,0,14,13,12,7,10,9
65917826,0,4,4,3,0,0,0
65920351,3,0,0,0,9,8,6
65920706,1,36,27,28,45,33,52
65920810,0,4,1,4,0,0,0
65921356,5,34,24,22,11,14,13
65921818,0,0,0,5,1,4,5
65926484,11,43,38,37,16,12,20
65927411,1,14,14,20,2,0,0
65927492,4,29,31,29,29,29,29
65934342,0,9,20,8,6,5,11
65935946,0,8,5,0,0,0,0
65938046,0,22,20,24,8,10,8
65938157,5,40,45,30,83,70,93
65938201,0,0,0,0,11,7,2
65943588,2,43,42,24,79,64,95
65944232,0,4,0,5,5,1,0
65944641,6,14,12,17,21,19,17
65946633,0,0,1,0,8,7,5
65949311,0,0,0,0,4,7,10
65953578,1,0,1,0,6,7,3
65954232,0,13,6,3,10,12,11
65956045,0,7,7,7,20,17,15
65956169,0,6,6,3,7,6,5
65960818,1,8,8,6,16,19,17
65961562,4,2,2,2,3,4,5
65961845,0,5,7,2,2,3,4
65963424,0,2,5,0,6,7,3
65963965,0,4,5,4,0,2,8
65964056,1,8,8,6,12,2,5
65964193,1,7,6,11,43,28,33
65968008,1,0,0,0,4,2,10
65969737,1,24,24,24,55,44,62
65969762,0,0,5,6,0,0,0
65971341,0,0,0,0,11,9,14
65974694,0,0,1,0,7,4,5
65976369,25,53,59,55,44,49,47
65977068,10,6,6,6,28,22,23
65977580,14,81,112,70,86,96,78
65978324,0,4,1,4,0,0,0
65978453,1,22,21,23,38,23,43
65979412,0,0,2,5,11,6,10
65980903,1,9,11,11,22,20,23
65981426,0,8,5,4,42,43,36
65984880,4,15,12,17,20,16,15
65986211,0,3,0,0,5,0,7
65986477,0,6,7,0,0,0,0
65988425,22,127,109,88,80,94,85
65999129,3,33,31,34,71,45,79
65999836,2,4,4,1,15,6,12
66000433,4,2,2,2,3,4,5
66002317,17,54,53,57,90,90,89
66002769,2,0,2,0,17,13,18
66003954,0,0,0,0,6,6,0
66006134,0,10,7,5,4,3,4
66006835,0,4,4,5,3,3,4
66007696,0,7,6,8,14,7,5
66009678,0,0,19,11,0,0,0
66013180,0,0,0,0,8,6,7
66015825,0,5,5,5,5,5,5
66019300,0,23,33,22,26,24,24
66019350,8,55,48,16,103,86,120
66020452,6,9,13,6,8,6,4
66020656,0,31,35,24,72,68,65
66021224,0,10,8,12,23,14,23
66023783,6,15,14,7,8,8,6
66024566,0,8,7,8,3,4,5
66025336,10,10,16,24,33,26,32
66029017,15,39,37,37,91,103,88
66030657,0,4,4,5,4,4,2
66032205,0,0,0,4,4,1,0
66033727,0,4,4,6,18,18,20
66034791,0,9,8,7,25,14,20
66035696,2,7,6,9,11,12,15
66036718,0,3,5,4,0,0,3
66036929,25,100,129,96,130,104,102
66038918,0,0,0,0,7,7,9
66040499,0,11,9,8,8,7,10
66041508,0,1,1,0,14,11,16
66047049,28,60,63,55,45,51,41
66047802,0,23,13,11,16,13,16
66048048,0,4,4,2,5,8,6
66048445,0,7,14,3,0,0,0
66049582,0,9,11,0,8,7,9
66050348,0,0,0,0,7,0,6
66050469,0,15,10,12,4,0,3
66053293,3,5,4,4,8,2,5
66054324,0,22,18,18,36,31,29
66055828,16,47,53,34,58,51,44
66064320,3,16,12,10,20,14,17
66064551,0,0,0,0,15,5,8
66066359,0,7,6,7,9,7,13
66066555,0,0,0,0,11,8,4
66068248,0,9,7,4,3,7,8
66070125,0,0,0,0,11,7,2
66070825,1,7,5,4,2,2,4
66074974,12,43,57,38,84,78,85
